,playerName,seasonStartYear,salary,inflationAdjSalary,birthDate,startYear,position,height,weight
3393,Caron Butler,2003,"$1,804,680","$2,669,158",1980-03-13,2003.0,F,6-7,228.0
3394,Nate Huffman,2003,"$1,760,000","$2,603,075",1975-04-02,2003.0,C,7-1,245.0
3395,Kedrick Brown,2003,"$1,757,640","$2,599,584",1981-03-18,2002.0,G,6-7,222.0
3396,Jarvis Hayes,2003,"$1,748,760","$2,586,451",1981-08-09,2004.0,F,6-7,220.0
3397,Jamaal Magloire,2003,"$1,726,771","$2,553,929",1978-05-21,2001.0,C,6-11,259.0
3398,Jared Jeffries,2003,"$1,714,440","$2,535,691",1981-11-25,2003.0,F,6-11,230.0
3399,Samaki Walker,2003,"$1,700,000","$2,514,334",1976-02-25,1997.0,F,6-9,240.0
3400,Corie Blount,2003,"$1,680,000","$2,484,753",1969-01-04,1994.0,F,6-9,240.0
3401,Vladimir Radmanovic,2003,"$1,669,800","$2,469,667",,,,,
3402,Morris Peterson,2003,"$1,646,079","$2,434,583",1977-08-26,2001.0,F,6-7,218.0
3403,Melvin Ely,2003,"$1,628,760","$2,408,968",1978-05-02,2003.0,C,6-10,260.0
3404,DeShawn Stevenson,2003,"$1,616,087","$2,390,225",1981-04-03,2001.0,G,6-5,210.0
3405,Cezary Trybanski,2003,"$1,600,000","$2,366,432",,,,,
3406,Jerome Moiso,2003,"$1,600,000","$2,366,432",,,,,
3407,Dalibor Bagaric,2003,"$1,599,076","$2,365,065",,,,,
3408,Richard Jefferson,2003,"$1,586,280","$2,346,140",1980-06-21,2002.0,F,6-7,233.0
3409,Iakovos Tsakalidis,2003,"$1,580,702","$2,337,890",,,,,
3410,Nick Collison,2003,"$1,578,240","$2,334,248",1980-10-26,2005.0,F,6-10,255.0
3411,Marcus Haislip,2003,"$1,547,280","$2,288,458",1980-12-22,2003.0,F,6-10,230.0
3412,Stanislav Medvedenko,2003,"$1,540,000","$2,277,691",1979-04-04,2001.0,F,6-10,250.0
3413,Michael Doleac,2003,"$1,540,000","$2,277,691",1977-06-15,1999.0,C,6-11,262.0
3414,Gordan Giricek,2003,"$1,540,000","$2,277,691",,,,,
3415,Mickael Pietrus,2003,"$1,527,946","$2,259,862",,,,,
3416,Malik Allen,2003,"$1,510,000","$2,233,320",1978-06-27,2002.0,F-C,6-10,255.0
3417,Troy Murphy,2003,"$1,506,960","$2,228,824",1980-05-02,2002.0,F-C,6-11,245.0
3418,Fred Jones,2003,"$1,506,000","$2,227,404",1979-03-11,2003.0,G-F,6-4,210.0
3419,Jumaine Jones,2003,"$1,500,000","$2,218,530",1979-02-10,2000.0,F,6-8,218.0
3420,Mark Jackson,2003,"$1,500,000","$2,218,530",1965-04-01,1988.0,G,6-1,180.0
3421,Karl Malone,2003,"$1,500,000","$2,218,530",1963-07-24,1986.0,F,6-9,250.0
3422,Brian Skinner,2003,"$1,500,000","$2,218,530",1976-05-19,1999.0,F,6-9,255.0
3423,Erick Strickland,2003,"$1,500,000","$2,218,530",1973-11-25,1997.0,G,6-3,210.0
3424,Tyronn Lue,2003,"$1,500,000","$2,218,530",1977-05-03,1999.0,G,6-0,175.0
3425,Jake Voskuhl,2003,"$1,500,000","$2,218,530",1977-11-01,2001.0,C,6-11,245.0
3426,Marcus Banks,2003,"$1,499,400","$2,217,642",1981-11-19,2004.0,G,6-2,200.0
3427,Manu Ginobili,2003,"$1,457,500","$2,155,671",,,,,
3428,Steven Hunter,2003,"$1,431,600","$2,117,365",1981-10-31,2002.0,C,7-0,220.0
3429,Luke Ridnour,2003,"$1,424,400","$2,106,716",1981-02-13,2004.0,G,6-2,175.0
3430,Bostjan Nachbar,2003,"$1,396,440","$2,065,362",,,,,
3431,Kirk Haston,2003,"$1,360,080","$2,011,585",1979-03-10,2002.0,F,6-9,242.0
3432,Reece Gaines,2003,"$1,353,120","$2,001,291",1981-01-07,2004.0,G,6-6,205.0
3433,Earl Watson,2003,"$1,336,500","$1,976,710",1979-06-12,2002.0,G,6-1,195.0
3434,Jiri Welsch,2003,"$1,326,600","$1,962,068",,,,,
3435,Bryce Drew,2003,"$1,300,000","$1,922,726",1974-09-21,1999.0,G,6-2,185.0
3436,Michael Bradley,2003,"$1,292,040","$1,910,953",1979-04-18,2002.0,F-C,6-10,245.0
3437,Troy Bell,2003,"$1,285,440","$1,901,191",1980-11-10,2004.0,G,6-1,180.0
3438,Juan Dixon,2003,"$1,260,360","$1,864,097",1978-10-09,2003.0,G,6-3,164.0
3439,Ryan Bowen,2003,"$1,250,000","$1,848,775",1975-11-20,2000.0,F,6-7,215.0
3440,Jarron Collins,2003,"$1,250,000","$1,848,775",1978-12-02,2002.0,F-C,6-11,255.0
3441,Jason Collins,2003,"$1,227,480","$1,815,467",1978-12-02,2002.0,C,7-0,255.0
3442,Zarko Cabarkapa,2003,"$1,221,240","$1,806,238",,,,,
3443,Walter McCarty,2003,"$1,200,000","$1,774,824",1974-02-01,1997.0,F,6-10,230.0
3444,Voshon Lenard,2003,"$1,200,000","$1,774,824",1973-05-14,1996.0,G,6-4,205.0
3445,Daniel Santiago,2003,"$1,200,000","$1,774,824",1976-06-24,2001.0,C,7-1,256.0
3446,Curtis Borchardt,2003,"$1,187,240","$1,755,951",1980-09-13,2004.0,C,7-0,240.0
3447,Zach Randolph,2003,"$1,172,160","$1,733,648",1981-07-16,2002.0,F-C,6-9,250.0
3448,Chris Childs,2003,"$1,166,667","$1,725,523",1967-11-20,1995.0,G,6-3,195.0
3449,David West,2003,"$1,160,160","$1,715,900",1980-08-29,2004.0,F-C,6-9,250.0
3450,Ryan Humphrey,2003,"$1,143,360","$1,691,052",1979-07-24,2003.0,F,6-8,235.0
3451,Jeryl Sasser,2003,"$1,125,729","$1,664,975",1979-02-13,2002.0,G,6-6,200.0
3452,Brendan Haywood,2003,"$1,125,360","$1,664,430",1979-11-27,2002.0,C,7-0,268.0
3453,Aleksandar Pavlovic,2003,"$1,107,960","$1,638,695",,,,,
3454,Mehmet Okur,2003,"$1,100,000","$1,626,922",1979-05-26,2003.0,C-F,6-11,249.0
3455,Kareem Rush,2003,"$1,097,640","$1,623,431",1980-10-30,2003.0,G,6-6,215.0
3456,Joseph Forte,2003,"$1,080,360","$1,597,874",1981-03-23,2002.0,G,6-4,194.0
3457,Kendall Gill,2003,"$1,070,000","$1,582,551",1968-05-25,1991.0,G,6-5,195.0
3458,Calbert Cheaney,2003,"$1,070,000","$1,582,551",1971-07-17,1994.0,G-F,6-7,209.0
3459,Popeye Jones,2003,"$1,070,000","$1,582,551",1970-06-17,1994.0,F,6-8,250.0
3460,Kenny Anderson,2003,"$1,070,000","$1,582,551",1970-10-09,1992.0,G,6-0,168.0
3461,Olden Polynice,2003,"$1,070,000","$1,582,551",1964-11-21,1988.0,C-F,6-11,220.0
3462,Bryon Russell,2003,"$1,070,000","$1,582,551",1970-12-31,1994.0,F,6-7,225.0
3463,Horace Grant,2003,"$1,070,000","$1,582,551",1965-07-04,1988.0,F-C,6-10,215.0
3464,Sean Rooks,2003,"$1,070,000","$1,582,551",1969-09-09,1993.0,C,6-10,250.0
3465,Steve Smith,2003,"$1,070,000","$1,582,551",1969-03-31,1992.0,G,6-7,200.0
3466,Scott Williams,2003,"$1,070,000","$1,582,551",1968-03-21,1991.0,F-C,6-10,230.0
3467,Anthony Peeler,2003,"$1,070,000","$1,582,551",1969-11-25,1993.0,G,6-4,208.0
3468,Tony Massenburg,2003,"$1,070,000","$1,582,551",1967-07-31,1991.0,F,6-9,220.0
3469,Kevin Willis,2003,"$1,070,000","$1,582,551",1962-09-06,1985.0,F-C,7-0,220.0
3470,Chris Whitney,2003,"$1,070,000","$1,582,551",1971-10-05,1994.0,G,6-0,168.0
3471,Dahntay Jones,2003,"$1,063,680","$1,573,204",1980-12-27,2004.0,G-F,6-6,225.0
3472,Qyntel Woods,2003,"$1,053,720","$1,558,473",1981-02-16,2003.0,F,6-8,221.0
3473,Boris Diaw,2003,"$1,021,080","$1,510,197",1982-04-16,2004.0,F-C,6-8,250.0
3474,Casey Jacobsen,2003,"$1,011,600","$1,496,176",1981-03-19,2003.0,G-F,6-6,215.0
3475,Dion Glover,2003,"$1,000,000","$1,479,020",1978-10-22,2000.0,G,6-5,228.0
3476,Stephen Jackson,2003,"$1,000,000","$1,479,020",1978-04-05,2001.0,F-G,6-8,218.0
3477,Monty Williams,2003,"$1,000,000","$1,479,020",1971-10-08,1995.0,F,6-8,225.0
3478,Brandon Armstrong,2003,"$995,650","$1,472,586",1980-06-16,2002.0,G,6-5,188.0
3479,Zoran Planinic,2003,"$980,280","$1,449,853",,,,,
3480,Tayshaun Prince,2003,"$971,160","$1,436,365",1980-02-28,2003.0,F,6-9,212.0
3481,Efthimios Rentzias,2003,"$971,160","$1,436,365",1976-01-11,2003.0,C,6-11,250.0
3482,Robert Pack,2003,"$965,610","$1,428,156",1969-02-03,1992.0,G,6-2,180.0
3483,Andrei Kirilenko,2003,"$955,800","$1,413,647",1981-02-18,2002.0,F,6-9,220.0
3484,Mark Blount,2003,"$944,922","$1,397,558",1975-11-30,2001.0,C,7-0,230.0
3485,Travis Outlaw,2003,"$941,040","$1,391,817",1984-09-18,2004.0,F,6-9,210.0
3486,Travis Best,2003,"$938,679","$1,388,325",1972-07-12,1996.0,G,5-11,182.0
3487,Fred Hoiberg,2003,"$938,679","$1,388,325",1972-10-15,1996.0,G,6-4,203.0
3488,Gary Trent,2003,"$938,679","$1,388,325",1974-09-22,1996.0,F,6-8,250.0
3489,Gerald Wallace,2003,"$917,520","$1,357,030",1982-07-23,2002.0,F,6-7,215.0
3490,Brian Cook,2003,"$903,360","$1,336,087",1980-12-04,2004.0,F,6-9,234.0
3491,Frank Williams,2003,"$894,960","$1,323,663",1980-02-25,2003.0,G,6-3,212.0
3492,Rod Strickland,2003,"$887,317","$1,312,359",1966-07-11,1989.0,G,6-3,175.0
3493,Samuel Dalembert,2003,"$887,160","$1,312,127",1981-05-10,2002.0,C,6-11,255.0
3494,Mitchell Butler,2003,"$876,179","$1,295,886",1970-12-15,1994.0,G-F,6-5,210.0
3495,John Salmons,2003,"$865,320","$1,279,825",1979-12-12,2003.0,G,6-7,210.0
3496,Jamaal Tinsley,2003,"$861,600","$1,274,323",1978-02-28,2002.0,G,6-3,195.0
3497,Primoz Brezec,2003,"$861,600","$1,274,323",,,,,
3498,Tony Parker,2003,"$856,200","$1,266,337",1982-05-17,2002.0,G,6-2,185.0
3499,Chris Jefferies,2003,"$840,360","$1,242,909",1980-02-13,2003.0,G-F,6-8,225.0
3500,Ndudi Ebi,2003,"$838,560","$1,240,247",1984-06-18,2004.0,F,6-9,200.0
3501,Dan Dickau,2003,"$835,200","$1,235,277",1978-09-16,2003.0,G,6-0,190.0
3502,Maciej Lampe,2003,"$829,000","$1,226,107",1985-02-05,2004.0,C,6-11,275.0
3503,Robert Traylor,2003,"$825,000","$1,220,191",1977-02-01,1999.0,F,6-8,284.0
3504,Kendrick Perkins,2003,"$814,320","$1,204,395",1984-11-10,2004.0,C,6-10,270.0
3505,Jacque Vaughn,2003,"$813,679","$1,203,447",1975-02-11,1998.0,G,6-1,190.0
3506,Rick Brunson,2003,"$813,679","$1,203,447",1972-06-14,1998.0,G,6-4,190.0
3507,Darvin Ham,2003,"$813,679","$1,203,447",1973-07-23,1997.0,F,6-7,220.0
3508,Anthony Johnson,2003,"$813,679","$1,203,447",1974-10-02,1998.0,G,6-3,190.0
3509,John Wallace,2003,"$813,679","$1,203,447",1974-02-09,1997.0,F,6-8,225.0
3510,Leandro Barbosa,2003,"$809,280","$1,196,941",1982-11-28,2004.0,G,6-3,194.0
3511,Brian Scalabrine,2003,"$800,000","$1,183,216",1978-03-18,2002.0,F,6-9,241.0
3512,Carlos Arroyo,2003,"$800,000","$1,183,216",1979-07-30,2002.0,G,6-2,202.0
3513,Josh Howard,2003,"$773,400","$1,143,874",1980-04-28,2004.0,F-G,6-7,210.0
3514,Mark Pope,2003,"$751,179","$1,111,008",1972-09-11,1998.0,F,6-10,235.0
3515,Adrian Griffin,2003,"$751,179","$1,111,008",1974-07-04,2000.0,G-F,6-5,217.0
3516,Damon Jones,2003,"$751,179","$1,111,008",1976-08-25,1999.0,G,6-3,185.0
3517,Shammond Williams,2003,"$751,179","$1,111,008",1975-04-05,1999.0,G,6-1,201.0
3518,Vladimir Stepania,2003,"$751,179","$1,111,008",1976-05-08,1999.0,C,7-0,236.0
3519,Anthony Carter,2003,"$751,179","$1,111,008",1975-06-16,2000.0,G,6-1,190.0
3520,Bruno Sundov,2003,"$751,159","$1,110,979",,,,,
3521,Eddie House,2003,"$750,000","$1,109,265",1978-05-14,2001.0,G,6-1,180.0
3522,Reggie Evans,2003,"$700,000","$1,035,314",1980-05-18,2003.0,F,6-8,245.0
3523,Doug Overton,2003,"$695,844","$1,029,166",1969-08-03,1993.0,G,6-3,190.0
3524,Obinna Ekezie,2003,"$688,679","$1,018,570",1975-08-22,2000.0,F-C,6-9,270.0
3525,Scott Padgett,2003,"$688,679","$1,018,570",1976-04-19,2000.0,F,6-9,240.0
3526,Rafer Alston,2003,"$688,679","$1,018,570",1976-07-24,2000.0,G,6-2,171.0
3527,Ansu Sesay,2003,"$688,679","$1,018,570",1976-07-29,2002.0,F,6-9,225.0
3528,Amal McCaskill,2003,"$688,679","$1,018,570",1973-10-28,1997.0,F-C,6-11,235.0
3529,Milt Palacio,2003,"$688,679","$1,018,570",1978-02-07,2000.0,G,6-3,195.0
3530,Raja Bell,2003,"$688,679","$1,018,570",1976-09-19,2001.0,G,6-5,204.0
3531,Oliver Miller,2003,"$686,838","$1,015,847",1970-04-06,1993.0,C,6-9,280.0
3532,Brian Cardinal,2003,"$663,679","$981,594",1977-05-02,2001.0,F,6-8,245.0
3533,Pepe Sanchez,2003,"$663,679","$981,594",,,,,
3534,Mark Madsen,2003,"$663,679","$981,594",1976-01-28,2001.0,F,6-9,240.0
3535,Donnell Harvey,2003,"$663,679","$981,594",1980-08-26,2001.0,F,6-8,220.0
3536,Ruben Boumtje-Boumtje,2003,"$663,679","$981,594",1978-05-20,2002.0,C,7-0,257.0
3537,Michael Ruffin,2003,"$663,679","$981,594",1977-01-21,2000.0,F,6-9,246.0
3538,Mike James,2003,"$638,679","$944,619",1975-06-23,2002.0,G,6-2,188.0
3539,Chris Andersen,2003,"$638,679","$944,619",1978-07-07,2002.0,C-F,6-10,245.0
3540,Jeff Trepagnier,2003,"$638,679","$944,619",1979-07-11,2002.0,G,6-4,200.0
3541,Tremaine Fowlkes,2003,"$638,679","$944,619",1976-04-11,2002.0,F,6-8,220.0
3542,Mike Wilks,2003,"$638,679","$944,619",1979-05-07,2003.0,G,5-10,185.0
3543,Jamison Brewer,2003,"$638,679","$944,619",1980-11-19,2002.0,G,6-4,184.0
3544,Bobby Simmons,2003,"$638,679","$944,619",1980-06-02,2002.0,G-F,6-7,210.0
3545,Loren Woods,2003,"$638,679","$944,619",1978-06-21,2002.0,F-C,7-1,245.0
3546,Trenton Hassell,2003,"$638,679","$944,619",1979-03-04,2002.0,G,6-5,200.0
3547,Jabari Smith,2003,"$638,679","$944,619",1977-02-12,2001.0,C,6-11,250.0
3548,Jason Hart,2003,"$638,679","$944,619",1978-04-29,2001.0,G,6-3,185.0
3549,Lonny Baxter,2003,"$636,679","$941,661",1979-01-27,2003.0,F,6-8,260.0
3550,Mengke Bateer,2003,"$636,679","$941,661",1975-11-20,2002.0,C,6-11,290.0
3551,Raul Lopez,2003,"$621,520","$919,240",,,,,
3552,Dan Langhi,2003,"$603,786","$893,011",1977-11-28,2001.0,F,6-11,220.0
3553,Sean Marks,2003,"$596,295","$881,932",1975-08-23,1999.0,F-C,6-10,250.0
3554,Alton Ford,2003,"$586,082","$866,827",1981-05-29,2002.0,F,6-9,275.0
3555,Tamar Slay,2003,"$563,679","$833,692",1980-04-02,2003.0,G,6-8,215.0
3556,Carlos Boozer,2003,"$563,679","$833,692",1981-11-20,2003.0,F-C,6-9,258.0
3557,JR Bremer,2003,"$563,679","$833,692",,,,,
3558,Jamal Sampson,2003,"$563,679","$833,692",1983-05-15,2003.0,F-C,6-11,235.0
3559,Jannero Pargo,2003,"$563,679","$833,692",1979-10-22,2003.0,G,6-1,175.0
3560,Rasual Butler,2003,"$563,679","$833,692",1979-05-23,2003.0,F-G,6-7,215.0
3561,Dan Gadzuric,2003,"$563,679","$833,692",1978-02-02,2003.0,C,6-11,240.0
3562,Ronald Murray,2003,"$563,679","$833,692",1979-07-29,2003.0,G,6-4,190.0
3563,Robert Archibald,2003,"$563,679","$833,692",1980-03-29,2003.0,F,6-11,250.0
3564,Sam Clancy,2003,"$563,679","$833,692",,,,,
3565,Devin Brown,2003,"$563,679","$833,692",1978-12-30,2003.0,G,6-5,220.0
3566,Roger Mason,2003,"$563,679","$833,692",1980-09-10,2003.0,G,6-5,200.0
3567,Mikki Moore,2003,"$513,000","$758,737",1975-11-04,1999.0,C-F,6-11,225.0
3568,Zendon Hamilton,2003,"$485,619","$718,240",1975-04-27,2001.0,C-F,6-11,250.0
3569,Muggsy Bogues,2003,"$437,420","$646,952",1965-01-09,1988.0,G,5-3,136.0
3570,Travis Hansen,2003,"$366,931","$542,698",1978-04-15,2004.0,G,6-6,205.0
3571,Brandon Hunter,2003,"$366,931","$542,698",1980-11-24,2004.0,F,6-7,260.0
3572,Linton Johnson,2003,"$366,931","$542,698",1980-06-13,2004.0,F,6-8,205.0
3573,Jason Kapono,2003,"$366,931","$542,698",1981-02-04,2004.0,F,6-8,213.0
3574,Jon Stefansson,2003,"$366,931","$542,698",,,,,
3575,Marquis Daniels,2003,"$366,931","$542,698",1981-01-07,2004.0,G-F,6-6,200.0
3576,Francisco Elson,2003,"$366,931","$542,698",1976-02-28,2004.0,C,7-0,235.0
3577,James Jones,2003,"$366,931","$542,698",1980-10-04,2004.0,F-G,6-8,218.0
3578,Josh Moore,2003,"$366,931","$542,698",,,,,
3579,Luke Walton,2003,"$366,931","$542,698",1980-03-28,2004.0,F,6-8,235.0
3580,Theron Smith,2003,"$366,931","$542,698",1980-10-03,2004.0,F,6-8,225.0
3581,Jerome Beasley,2003,"$366,931","$542,698",1980-05-17,2004.0,F,6-10,237.0
3582,Udonis Haslem,2003,"$366,931","$542,698",1980-06-09,2004.0,F-C,6-8,235.0
3583,Keith McLeod,2003,"$366,931","$542,698",1979-11-05,2004.0,G,6-2,188.0
3584,Richie Frahm,2003,"$366,931","$542,698",1977-08-14,2004.0,G,6-5,210.0
3585,Keith Bogans,2003,"$366,931","$542,698",1980-05-12,2004.0,G-F,6-5,215.0
3586,Zaza Pachulia,2003,"$366,931","$542,698",1984-02-10,2004.0,C,6-11,270.0
3587,Kyle Korver,2003,"$366,931","$542,698",1981-03-17,2004.0,G-F,6-7,212.0
3588,Willie Green,2003,"$366,931","$542,698",1981-07-28,2004.0,G,6-4,200.0
3589,Darius Songaila,2003,"$366,931","$542,698",1978-02-14,2004.0,F,6-9,248.0
3590,Alex Garcia,2003,"$366,931","$542,698",1980-03-04,2004.0,G,6-3,220.0
3591,Ben Handlogten,2003,"$366,931","$542,698",1973-11-16,2004.0,C,6-10,240.0
3592,Maurice Williams,2003,"$366,931","$542,698",,,,,
3593,Steve Blake,2003,"$366,931","$542,698",1980-02-26,2004.0,G,6-3,172.0
3594,Paul Grant,2003,"$350,581","$518,516",1974-01-06,1999.0,C,7-0,245.0
3595,Matt Carroll,2003,"$349,032","$516,225",1980-08-28,2004.0,G,6-6,212.0
3596,Kaniel Dickens,2003,"$264,011","$390,477",1978-07-21,2004.0,F,6-8,215.0
3597,Cherokee Parks,2003,"$228,946","$338,615",1972-10-11,1996.0,C-F,6-11,235.0
3598,Tyrone Hill,2003,"$221,829","$328,089",1968-03-19,1991.0,F,6-9,240.0
3599,Damone Brown,2003,"$202,508","$299,513",1979-06-28,2002.0,F,6-9,200.0
3600,Quincy Lewis,2003,"$202,341","$299,266",1977-06-26,2000.0,F,6-7,215.0
3601,Ben Davis,2003,"$176,369","$260,853",1972-12-26,1997.0,F,6-9,240.0
3602,Rodney Buford,2003,"$145,686","$215,472",1977-11-02,2000.0,G-F,6-5,189.0
3603,Tracy Murray,2003,"$143,537","$212,294",1971-07-25,1993.0,F,6-7,225.0
3604,Slavko Vranes,2003,"$129,768","$191,929",,,,,
3605,Sean Lampley,2003,"$89,364","$132,171",1979-09-03,2003.0,F,6-7,227.0
3606,Shane Heal,2003,"$75,615","$111,836",1970-09-06,1997.0,G,6-0,180.0
3607,Torraye Braggs,2003,"$53,697","$79,418",1976-05-15,2004.0,F,6-8,245.0
3608,Britton Johnsen,2003,"$44,748","$66,183",1979-07-08,2004.0,F,6-10,210.0
3609,Jelani McCoy,2003,"$36,643","$54,195",1977-12-06,1999.0,C,6-10,245.0
3610,Derrick Dial,2003,"$32,375","$47,883",1975-12-20,2000.0,G,6-4,184.0
3611,Shaquille O'Neal,2004,"$27,696,430","$39,667,945",1972-03-06,1993.0,C,7-1,325.0
3612,Dikembe Mutombo,2004,"$19,485,719","$27,908,233",1966-06-25,1992.0,C,7-2,245.0
3613,Allan Houston,2004,"$17,531,250","$25,108,964",1971-04-20,1994.0,G,6-6,200.0
3614,Chris Webber,2004,"$17,531,250","$25,108,964",1973-03-01,1994.0,F-C,6-9,245.0
3615,Kevin Garnett,2004,"$16,000,000","$22,915,846",1976-05-19,1996.0,F-C,6-11,240.0
3616,Jason Kidd,2004,"$14,796,000","$21,191,428",1973-03-23,1995.0,G,6-4,205.0
3617,Jermaine O'Neal,2004,"$14,796,000","$21,191,428",1978-10-13,1997.0,C-F,6-11,226.0
3618,Antoine Walker,2004,"$14,625,000","$20,946,515",1976-08-12,1997.0,F,6-8,224.0
3619,Zydrunas Ilgauskas,2004,"$14,625,000","$20,946,515",1975-06-05,1998.0,C,7-3,238.0
3620,Latrell Sprewell,2004,"$14,625,000","$20,946,515",1970-09-08,1993.0,G,6-5,190.0
3621,Anfernee Hardaway,2004,"$14,625,000","$20,946,515",1971-07-18,1994.0,G-F,6-7,195.0
3622,Stephon Marbury,2004,"$14,625,000","$20,946,515",1977-02-20,1997.0,G,6-2,180.0
3623,Ray Allen,2004,"$14,625,000","$20,946,515",1975-07-20,1997.0,G,6-5,205.0
3624,Allen Iverson,2004,"$14,625,000","$20,946,515",1975-06-07,1997.0,G,6-0,165.0
3625,Shareef Abdur-Rahim,2004,"$14,625,000","$20,946,515",1976-12-11,1997.0,F,6-9,225.0
3626,Michael Finley,2004,"$14,609,375","$20,924,136",1973-03-06,1996.0,G-F,6-7,215.0
3627,Tracy McGrady,2004,"$14,487,000","$20,748,866",1979-05-24,1998.0,F-G,6-8,210.0
3628,Keith Van Horn,2004,"$14,487,000","$20,748,866",1975-10-23,1998.0,F,6-10,220.0
3629,Grant Hill,2004,"$14,487,000","$20,748,866",1972-10-05,1995.0,F-G,6-8,225.0
3630,Jalen Rose,2004,"$14,487,000","$20,748,866",1973-01-30,1995.0,G-F,6-8,210.0
3631,Tim Duncan,2004,"$14,260,641","$20,424,665",1976-04-25,1998.0,F-C,6-11,250.0
3632,Kobe Bryant,2004,"$14,175,000","$20,302,007",1978-08-23,1997.0,G-F,6-6,212.0
3633,Eddie Jones,2004,"$13,455,000","$19,270,794",1971-10-20,1995.0,G-F,6-6,190.0
3634,Brian Grant,2004,"$13,233,434","$18,953,458",1972-03-05,1995.0,F,6-9,254.0
3635,Antonio Davis,2004,"$12,925,000","$18,511,706",1968-10-31,1994.0,F-C,6-9,215.0
3636,Tim Thomas,2004,"$12,900,000","$18,475,900",1977-02-26,1998.0,F,6-10,230.0
3637,Paul Pierce,2004,"$12,584,688","$18,024,298",1977-10-13,1999.0,F-G,6-7,235.0
3638,Vince Carter,2004,"$12,584,688","$18,024,298",1977-01-26,1999.0,G-F,6-6,220.0
3639,Dirk Nowitzki,2004,"$12,584,688","$18,024,298",1978-06-19,1999.0,F,7-0,245.0
3640,Antawn Jamison,2004,"$12,584,688","$18,024,298",1976-06-12,1999.0,F,6-8,223.0
3641,Damon Stoudamire,2004,"$12,500,000","$17,903,004",1973-09-03,1996.0,G,5-10,171.0
3642,Baron Davis,2004,"$12,330,000","$17,659,523",1979-04-13,2000.0,G,6-3,209.0
3643,Steve Francis,2004,"$12,330,000","$17,659,523",1977-02-21,2000.0,G,6-3,195.0
3644,Shawn Marion,2004,"$12,330,000","$17,659,523",1978-05-07,2000.0,F,6-7,220.0
3645,Glenn Robinson,2004,"$12,071,250","$17,288,931",1973-01-10,1995.0,F,6-7,225.0
3646,Elton Brand,2004,"$12,056,000","$17,267,090",1979-03-11,2000.0,F-C,6-8,275.0
3647,Nick Van Exel,2004,"$11,933,252","$17,091,285",1971-11-27,1994.0,G,6-1,170.0
3648,Carlos Boozer,2004,"$10,967,500","$15,708,096",1981-11-20,2003.0,F-C,6-9,258.0
3649,Theo Ratliff,2004,"$10,937,500","$15,665,129",1973-04-17,1996.0,C-F,6-10,225.0
3650,Lamar Odom,2004,"$10,548,596","$15,108,125",1979-11-06,2000.0,F,6-10,220.0
3651,Mike Bibby,2004,"$10,500,000","$15,038,523",1978-05-13,1999.0,G,6-1,190.0
3652,Dale Davis,2004,"$10,068,750","$14,420,870",1969-03-25,1992.0,F-C,6-11,230.0
3653,Rasheed Wallace,2004,"$9,720,000","$13,921,376",1974-09-17,1996.0,F-C,6-10,225.0
3654,Raef LaFrentz,2004,"$9,714,538","$13,913,553",1976-05-29,1999.0,F-C,6-11,240.0
3655,Kerry Kittles,2004,"$9,566,667","$13,701,766",1974-06-12,1997.0,G,6-5,179.0
3656,Kenyon Martin,2004,"$9,454,546","$13,541,182",1977-12-30,2001.0,F,6-9,234.0
3657,Gilbert Arenas,2004,"$9,389,600","$13,448,164",1982-01-06,2002.0,G,6-4,191.0
3658,Jamal Mashburn,2004,"$9,300,000","$13,319,835",1972-11-29,1994.0,F,6-8,240.0
3659,Wally Szczerbiak,2004,"$9,000,000","$12,890,163",1977-03-05,2000.0,F,6-7,244.0
3660,Vin Baker,2004,"$8,833,333","$12,651,455",1971-11-23,1994.0,F,6-11,232.0
3661,Steve Nash,2004,"$8,750,000","$12,532,103",1974-02-07,1997.0,G,6-3,195.0
3662,Jamaal Magloire,2004,"$8,533,333","$12,221,784",1978-05-21,2001.0,C,6-11,259.0
3663,Marcus Camby,2004,"$8,500,000","$12,174,043",1974-03-22,1997.0,C-F,6-11,220.0
3664,Maurice Taylor,2004,"$8,450,000","$12,102,431",1976-10-30,1998.0,F,6-9,260.0
3665,Derek Anderson,2004,"$8,443,500","$12,093,121",1974-07-18,1998.0,G,6-5,194.0
3666,Alan Henderson,2004,"$8,273,125","$11,849,103",1972-12-02,1996.0,F,6-9,235.0
3667,Austin Croshere,2004,"$8,260,000","$11,830,305",1975-05-01,1998.0,F,6-9,235.0
3668,Shandon Anderson,2004,"$8,173,699","$11,706,700",1973-12-31,1997.0,F-G,6-6,208.0
3669,PJ Brown,2004,"$8,000,000","$11,457,923",,,,,
3670,Kelvin Cato,2004,"$7,992,000","$11,446,465",1974-08-26,1998.0,C,6-11,255.0
3671,Brad Miller,2004,"$7,875,000","$11,278,892",1976-04-12,1999.0,C,6-11,244.0
3672,Richard Hamilton,2004,"$7,812,500","$11,189,377",1978-02-14,2000.0,G-F,6-6,185.0
3673,Rashard Lewis,2004,"$7,792,208","$11,160,314",1979-08-08,1999.0,F,6-10,215.0
3674,Erick Dampier,2004,"$7,700,000","$11,028,250",1975-07-14,1997.0,C,6-11,265.0
3675,Bonzi Wells,2004,"$7,700,000","$11,028,250",1976-09-28,1999.0,G-F,6-5,210.0
3676,Bo Outlaw,2004,"$7,632,904","$10,932,152",1971-04-13,1994.0,F,6-8,210.0
